username,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,content_dup_score_max,lexical_similarity_score_mean,temporal_burst_score_max,posting_freq_per_hour_max,sna_out_deg_max,sna_in_deg_max,sna_betweenness_max,buzzer_label
rahayu49384,0.9990552,0.9922094,6,6,0.6666,0.023716666666666664,1.0,6,5.0,0.0,0.0,Buzzer
PutriRahma32820,0.9990345,0.98718625,6,6,0.6709,0.0232,0.8333333333333334,5,5.0,0.0,0.0,Buzzer
ayoitsmoy,0.99892384,0.87803,4,3,0.5994,0.018175,0.75,3,3.0,0.0,0.0,Buzzer
andybalala19,0.9988514,0.71965796,6,4,0.7314,0.025366666666666666,0.6666666666666666,4,5.0,0.0,0.0,Buzzer
Ginanadia67421,0.9988255,0.968507,4,4,0.7017,0.02005,0.75,3,3.0,0.0,0.0,Buzzer
NganjukSun23590,0.9988171,0.997893,5,5,0.8445,0.026600000000000002,0.8,4,4.0,0.0,0.0,Buzzer
Adiety333,0.99880755,0.8341727,6,5,0.6536,0.02413333333333333,0.8333333333333334,5,5.0,0.0,0.0,Buzzer
Ranti130920,0.99877256,0.7804502,4,3,0.8088,0.018325,0.75,3,3.0,0.0,0.0,Buzzer
rpramestaa12,0.9987544,0.99304694,6,6,0.7423,0.02576666666666667,0.6666666666666666,4,5.0,0.0,0.0,Buzzer
JancokAsu893230,0.9987393,0.99258953,6,6,1.0,0.020216666666666668,0.8333333333333334,5,5.0,0.0,0.0,Buzzer
MRidhonew16179,0.9987066,0.9956959,5,5,1.0,0.02402,0.8,4,4.0,0.0,0.0,Buzzer
indahsarii54648,0.99868935,0.5159761,4,2,0.7025,0.01985,0.75,3,3.0,0.0,0.0,Buzzer
VinaAmelia33281,0.99860555,0.9956527,3,3,0.6895,0.022633333333333335,1.0,3,3.0,0.0,0.0,Buzzer
dvrtlngi,0.9984584,0.99788684,4,4,0.7017,0.021175,1.0,4,3.0,0.0,0.0,Buzzer
carapaklek,0.9984559,0.9116652,9,8,1.0,0.020733333333333336,0.7777777777777778,7,8.0,0.0,0.0,Buzzer
dh74169970,0.99811363,0.9800162,3,3,0.6324,0.02363333333333333,1.0,3,3.0,0.0,0.0,Buzzer
ikaikuikok,0.99806565,0.9429407,3,3,0.5278,0.0151,0.6666666666666666,2,2.0,0.0,0.0,Buzzer
hilyazu,0.9979394,0.5049821,5,2,0.7613,0.017759999999999998,0.8,4,4.0,0.0,0.0,Buzzer
EndiD21883,0.9979145,0.9938108,2,2,0.7017,0.01535,1.0,2,1.0,0.0,0.0,Buzzer
AlinGibroez,0.99790895,0.9858289,6,6,1.0,0.023583333333333335,0.8333333333333334,5,5.0,0.0,0.0,Buzzer
Deewwiiiii,0.9978388,0.88483477,10,9,1.0,0.015590000000000001,0.7,7,9.0,0.0,0.0,Buzzer
noviarguna72100,0.997769,0.7857538,9,7,1.0,0.019455555555555556,0.6666666666666666,6,7.0,0.0,0.0,Buzzer
Alizazaina94321,0.99733317,0.9834145,6,6,0.5851,0.017633333333333334,1.0,6,5.0,0.0,0.0,Buzzer
rinimaulida008,0.9973097,0.994766,2,2,0.6822,0.02215,1.0,2,1.0,0.0,0.0,Buzzer
Nisarahman2327,0.9972262,0.97239214,3,3,1.0,0.016066666666666667,0.6666666666666666,2,1.0,0.0,0.0,Buzzer
AbcDef38782297,0.99703133,0.99703133,1,1,0.5746,0.0155,1.0,1,0.0,0.0,0.0,Buzzer
Fatiyazean,0.9968966,0.6648826,3,2,0.7423,0.0192,0.6666666666666666,2,2.0,0.0,0.0,Buzzer
racunserudotcom,0.9966131,0.5058037,2,1,0.5896,0.021449999999999997,0.5,1,1.0,0.0,0.0,Buzzer
Alvaro734877,0.9966079,0.9861946,4,4,0.8778,0.020175,1.0,4,4.0,0.0,0.0,Buzzer
Bbiyaku,0.9965892,0.9965892,1,1,0.6551,0.0173,1.0,1,0.0,0.0,0.0,Buzzer
yuka_riza,0.9965312,0.9965312,1,1,0.6551,0.0174,1.0,1,0.0,0.0,0.0,Buzzer
stefanyreza2000,0.99614465,0.99614465,1,1,0.6334,0.0131,1.0,1,0.0,0.0,0.0,Buzzer
DazzZulia,0.996088,0.7374568,4,3,0.783,0.021475,0.5,2,3.0,0.0,0.0,Buzzer
asep2b,0.99528027,0.9943263,2,2,0.5131,0.01435,0.5,1,1.0,0.0,0.0,Buzzer
FitriyaniT15600,0.99471825,0.99471825,1,1,0.4592,0.0164,1.0,1,0.0,0.0,0.0,Buzzer
SPayanadi,0.9946567,0.9946567,1,1,0.5693,0.0163,1.0,1,0.0,0.0,0.0,Buzzer
mintozaki75,0.9946485,0.7226817,3,1,0.5565,0.021133333333333334,1.0,3,2.0,0.0,0.0,Buzzer
bobbymenra,0.99389476,0.50667495,2,1,0.4896,0.014100000000000001,1.0,2,1.0,0.0,0.0,Buzzer
Reejanuari,0.99378526,0.99378526,1,1,0.7847,0.0164,1.0,1,0.0,0.0,0.0,Buzzer
mrplent21,0.9932499,0.9932499,1,1,0.5709,0.0137,1.0,1,0.0,0.0,0.0,Buzzer
RizkyArdia29527,0.993236,0.993236,1,1,0.5896,0.0155,1.0,1,0.0,0.0,0.0,Buzzer
Florestone16736,0.99304813,0.87689745,2,1,1.0,0.0118,1.0,2,1.0,0.0,0.0,Buzzer
odeng9222,0.9926319,0.9926319,1,1,0.604,0.0153,1.0,1,0.0,0.0,0.0,Buzzer
yani09842577669,0.9926311,0.99029255,2,2,0.7017,0.0288,1.0,2,1.0,0.0,0.0,Buzzer
yolaisabella,0.99214524,0.99214524,1,1,0.5668,0.0177,1.0,1,0.0,0.0,0.0,Buzzer
Emmeliachr59881,0.99140877,0.9388454,2,2,0.6666,0.021900000000000003,0.5,1,1.0,0.0,0.0,Buzzer
annisanurf23196,0.9903453,0.9903453,1,1,0.6626,0.0138,1.0,1,0.0,0.0,0.0,Buzzer
refiandryy,0.990324,0.990324,1,1,0.7847,0.0138,1.0,1,0.0,0.0,0.0,Buzzer
Giskaelvina,0.9898594,0.9732061,3,3,1.0,0.015600000000000001,0.6666666666666666,2,2.0,0.0,0.0,Buzzer
sunshin53314704,0.98809963,0.98809963,1,1,0.48,0.0154,1.0,1,0.0,0.0,0.0,Buzzer
Dadangsutrisn0,0.9878655,0.49624658,2,1,0.4847,0.0224,1.0,2,2.0,0.0,0.0,Buzzer
Extra7399,0.9872465,0.9872465,1,1,0.604,0.0135,1.0,1,0.0,0.0,0.0,Buzzer
mpandu_nky,0.98642504,0.95539397,2,2,0.3798,0.01345,1.0,2,2.0,0.0,0.0,Buzzer
Tessa44ut,0.9860071,0.49409837,2,1,0.4714,0.013850000000000001,0.5,1,1.0,0.0,0.0,Buzzer
dapa442,0.98518616,0.98518616,1,1,0.5715,0.0295,1.0,1,0.0,0.0,0.0,Buzzer
ZaskiaZask2031,0.9845717,0.9810413,2,2,0.5945,0.02015,1.0,2,1.0,0.0,0.0,Buzzer
IraAsri325610,0.9833301,0.49247974,2,1,0.5658,0.0151,0.5,1,1.0,0.0,0.0,Buzzer
InfoPublikIP,0.98235035,0.4924705,2,1,0.5549,0.01805,1.0,2,0.0,0.0,0.0,Buzzer
arsiamalia,0.9822925,0.9822925,1,1,0.4566,0.0147,1.0,1,0.0,0.0,0.0,Buzzer
bantalkusam_id,0.9811137,0.40170202,3,1,0.4613,0.02266666666666667,1.0,3,0.0,0.0,0.0,Buzzer
DinaPur468,0.98085517,0.9072771,2,1,0.6324,0.0132,1.0,2,1.0,0.0,0.0,Buzzer
indonesiago_id,0.9778187,0.48958707,2,1,0.5965,0.01625,1.0,2,0.0,0.0,0.0,Buzzer
Bagus_Media7,0.97735184,0.5730338,2,1,1.0,0.021249999999999998,1.0,2,1.0,0.0,0.0,Buzzer
ilikeAK_47,0.9771741,0.9771741,1,1,0.9376,0.0158,1.0,1,0.0,0.0,0.0,Buzzer
dwi_wahyu007,0.97571,0.97571,1,1,0.5062,0.0252,1.0,1,1.0,0.0,0.0,Buzzer
MohQym68316,0.9748122,0.9748122,1,1,0.8088,0.0111,1.0,1,0.0,0.0,0.0,Buzzer
Bambang65635601,0.9724963,0.9724963,1,1,0.5986,0.0113,1.0,1,0.0,0.0,0.0,Buzzer
delik_store,0.97233486,0.97233486,1,1,0.4159,0.0109,1.0,1,0.0,0.0,0.0,Buzzer
SidikHamdani96,0.96837693,0.96837693,3,3,1.0,0.0199,1.0,3,2.0,0.0,0.0,Buzzer
anggtakhsturia,0.96661925,0.96661925,1,1,0.5799,0.015,1.0,1,0.0,0.0,0.0,Buzzer
ReisaAmeli42101,0.9640484,0.9640484,1,1,0.7113,0.021,1.0,1,1.0,0.0,0.0,Buzzer
mniirtjak,0.954272,0.954272,1,1,1.0,0.0154,1.0,1,0.0,0.0,0.0,Buzzer
marufin865168,0.9400003,0.9400003,1,1,0.9527,0.014,1.0,1,0.0,0.0,0.0,Buzzer
AdhietyaTh33187,0.9369701,0.4748617,2,1,0.7368,0.01675,1.0,2,0.0,0.0,0.0,Buzzer
detikinet,0.93372864,0.3138542,3,1,1.0,0.009433333333333334,0.3333333333333333,1,0.0,0.0,0.0,Buzzer
KomariahKo26005,0.93188864,0.93188864,1,1,1.0,0.0157,1.0,1,0.0,0.0,0.0,Buzzer
DokoMadeMo,0.9307682,0.9307682,1,1,1.0,0.0173,1.0,1,0.0,0.0,0.0,Buzzer
Ryand2727,0.9182326,0.9182326,1,1,0.9539,0.0139,1.0,1,0.0,0.0,0.0,Buzzer
triedhi888,0.91764975,0.91764975,1,1,0.4519,0.0068,1.0,1,0.0,0.0,0.0,Buzzer
tauvik1212,0.9126028,0.8279264,2,1,0.7368,0.01715,0.5,1,1.0,0.0,0.0,Buzzer
EvyNurlaili,0.9113509,0.9113509,1,1,1.0,0.0137,1.0,1,0.0,0.0,0.0,Buzzer
Inara234,0.9113509,0.9113509,1,1,1.0,0.0137,1.0,1,0.0,0.0,0.0,Buzzer
Reonyree,0.90776056,0.90776056,1,1,1.0,0.0157,1.0,1,0.0,0.0,0.0,Buzzer
kerjosurvey,0.9062096,0.9062096,1,1,0.9539,0.0141,1.0,1,0.0,0.0,0.0,Buzzer
Alfiatunisah,0.9042737,0.9042737,1,1,0.3762,0.0157,1.0,1,0.0,0.0,0.0,Buzzer
alwiiihasan,0.8996893,0.7940068,2,1,0.5799,0.02205,0.5,1,1.0,0.0,0.0,Buzzer
ssigitpermana98,0.8981513,0.8981513,1,1,0.6144,0.0226,1.0,1,1.0,0.0,0.0,Buzzer
sbjagal74,0.8934554,0.8934554,1,1,0.8281,0.0172,1.0,1,0.0,0.0,0.0,Buzzer
nrlfadila_,0.8875885,0.8875885,1,1,0.4796,0.0114,1.0,1,0.0,0.0,0.0,Buzzer
BosRQ_,0.8858451,0.47131023,3,1,0.5364,0.025033333333333335,1.0,3,0.0,0.0,0.0,Buzzer
Baliho821,0.88567156,0.88567156,1,1,0.3557,0.0176,1.0,1,1.0,0.0,0.0,Buzzer
grok,0.8793786,0.47936028,2,1,0.5305,0.0299,0.5,1,2.0,0.0,0.0,Buzzer
setsundere,0.87918645,0.44311818,2,1,0.3715,0.02325,0.5,1,0.0,0.0,0.0,Buzzer
99propaganda,0.87873095,0.87873095,1,1,0.3804,0.017,1.0,1,0.0,0.0,0.0,Buzzer
PPopurii,0.8611599,0.8611599,1,1,1.0,0.0131,1.0,1,0.0,0.0,0.0,Buzzer
lina_fajri737,0.8611599,0.8611599,1,1,1.0,0.0131,1.0,1,0.0,0.0,0.0,Buzzer
wijayawilliam31,0.85990983,0.4373232,2,1,0.7933,0.0133,0.5,1,2.0,1.0,0.0,Buzzer
etisulastr17672,0.85324115,0.85324115,1,1,0.4181,0.0121,1.0,1,0.0,0.0,0.0,Buzzer
masgah_,0.84846175,0.29185915,3,0,0.5364,0.019166666666666665,0.6666666666666666,2,0.0,0.0,0.0,Non-Buzzer
fraviato,0.84263366,0.42491624,2,0,0.3312,0.01475,0.5,1,2.0,1.0,4.0160642570281125e-05,Non-Buzzer
yousuffer_why,0.8307365,0.8307365,1,0,0.4943,0.0252,1.0,1,1.0,0.0,0.0,Non-Buzzer
opusabiemanyu23,0.827706,0.827706,1,0,0.7978,0.017,1.0,1,0.0,0.0,0.0,Non-Buzzer
idlanyer_erdna,0.81597054,0.81597054,1,0,0.435,0.0157,1.0,1,0.0,0.0,0.0,Non-Buzzer
SuryanaAja13,0.8139177,0.77884406,2,0,0.4447,0.01665,1.0,2,2.0,0.0,0.0,Non-Buzzer
dianasrirahay,0.8036392,0.8036392,1,0,0.6019,0.0186,1.0,1,0.0,0.0,0.0,Non-Buzzer
01nm2_,0.778688,0.778688,1,0,0.771,0.0131,1.0,1,0.0,0.0,0.0,Non-Buzzer
p0litrick,0.76691264,0.29388657,3,0,0.7759,0.015666666666666666,1.0,3,2.0,0.0,0.0,Non-Buzzer
dantexvergil999,0.7350361,0.7350361,1,0,0.5071,0.0176,1.0,1,0.0,0.0,0.0,Non-Buzzer
erwinhbr9us,0.72122556,0.72122556,1,0,0.3866,0.0062,1.0,1,0.0,0.0,0.0,Non-Buzzer
uchihagaming321,0.7187233,0.7187233,1,0,0.4132,0.022,1.0,1,0.0,0.0,0.0,Non-Buzzer
15sketsa,0.6968214,0.6968214,1,0,0.8293,0.0124,1.0,1,0.0,0.0,0.0,Non-Buzzer
adi_wahyu35,0.6956726,0.6956726,1,0,0.2547,0.0124,1.0,1,0.0,0.0,0.0,Non-Buzzer
freshsqueezeorg,0.6848065,0.23963161,3,0,0.447,0.016766666666666666,0.3333333333333333,1,2.0,0.0,0.0,Non-Buzzer
ShoNakanoVtuber,0.62566787,0.2596422,3,0,0.4556,0.024233333333333332,0.6666666666666666,2,1.0,0.0,0.0,Non-Buzzer
ratihzatil1993,0.62284434,0.62284434,1,0,0.4237,0.0118,1.0,1,1.0,0.0,0.0,Non-Buzzer
HSBITTA,0.6223242,0.6223242,2,0,1.0,0.0171,1.0,2,0.0,0.0,0.0,Non-Buzzer
FilekRhino45516,0.6158434,0.6158434,1,0,1.0,0.0139,1.0,1,1.0,0.0,0.0,Non-Buzzer
paijokuro169599,0.6158434,0.6158434,1,0,1.0,0.0139,1.0,1,1.0,0.0,0.0,Non-Buzzer
bananaefootball,0.5858337,0.13833752,7,0,0.7978,0.017371428571428572,1.0,7,0.0,0.0,0.0,Non-Buzzer
neitee,0.5840398,0.29264966,2,0,0.3735,0.010700000000000001,0.5,1,1.0,0.0,0.0,Non-Buzzer
MasJawaNinja,0.5372166,0.5372166,1,0,0.368,0.0173,1.0,1,1.0,0.0,0.0,Non-Buzzer
Harurowrr,0.46517116,0.46517116,1,0,0.4633,0.0165,1.0,1,1.0,0.0,0.0,Non-Buzzer
ferrykoto,0.46397066,0.23360194,2,0,1.0,0.01025,0.5,1,0.0,23.0,0.0,Non-Buzzer
CNNIndonesia,0.4321347,0.4321347,1,0,1.0,0.0111,1.0,1,0.0,0.0,0.0,Non-Buzzer
SabethAnge12086,0.4229985,0.4229985,1,0,0.5161,0.0198,1.0,1,0.0,0.0,0.0,Non-Buzzer
hydarnus,0.36658114,0.19201456,2,0,0.5321,0.0276,0.5,1,0.0,0.0,0.0,Non-Buzzer
fuckchmstry,0.36534518,0.13083223,3,0,0.448,0.018333333333333333,0.6666666666666666,2,1.0,0.0,0.0,Non-Buzzer
dude_bukan,0.36486316,0.36486316,1,0,0.3596,0.019,1.0,1,0.0,0.0,0.0,Non-Buzzer
noone_n_nobody_,0.35717466,0.18886161,2,0,0.6978,0.0169,0.5,1,2.0,0.0,0.0,Non-Buzzer
gerbongbagasi,0.34166548,0.34166548,1,0,1.0,0.0418,1.0,1,1.0,0.0,0.0,Non-Buzzer
Howie3D,0.3163615,0.16770114,2,0,0.4457,0.0221,0.5,1,0.0,0.0,0.0,Non-Buzzer
ardhikaluth28,0.29277888,0.29277888,1,0,0.4213,0.0168,1.0,1,1.0,0.0,0.0,Non-Buzzer
AnimindoNet,0.28750753,0.1449332,2,0,0.4881,0.011099999999999999,0.5,1,0.0,0.0,0.0,Non-Buzzer
Kayn77159766,0.28442317,0.28442317,1,0,0.714,0.0193,1.0,1,1.0,0.0,0.0,Non-Buzzer
YusrilEka411,0.2715842,0.2715842,1,0,0.5419,0.0077,1.0,1,0.0,0.0,0.0,Non-Buzzer
5adnile8,0.26966652,0.13835375,2,0,0.6108,0.012199999999999999,0.5,1,2.0,1.0,0.0,Non-Buzzer
si4riNew,0.26668286,0.26668286,1,0,0.3145,0.0294,1.0,1,1.0,0.0,0.0,Non-Buzzer
marcenalius,0.25366774,0.25366774,1,0,0.4775,0.0235,1.0,1,1.0,0.0,0.0,Non-Buzzer
SerMorningstar,0.25129706,0.25129706,1,0,0.3915,0.0136,1.0,1,0.0,0.0,0.0,Non-Buzzer
Lipssszzz____,0.24472125,0.18925399,2,0,0.595,0.015099999999999999,0.5,1,2.0,0.0,0.0,Non-Buzzer
shimoneta1601,0.24425763,0.24425763,1,0,0.3283,0.0101,1.0,1,1.0,0.0,0.0,Non-Buzzer
Serenz0_,0.22655332,0.22655332,1,0,0.4706,0.0124,1.0,1,0.0,0.0,0.0,Non-Buzzer
hakeruuu,0.22488886,0.22488886,1,0,0.5763,0.0114,1.0,1,0.0,0.0,0.0,Non-Buzzer
mochf_,0.22194275,0.22194275,1,0,0.4475,0.0226,1.0,1,1.0,0.0,0.0,Non-Buzzer
SenaRedo,0.21619228,0.10874839,2,0,0.4878,0.01285,1.0,2,0.0,0.0,0.0,Non-Buzzer
bmawjy,0.20758776,0.11203621,2,0,0.3555,0.01575,1.0,2,2.0,0.0,0.0,Non-Buzzer
KumekaGenzo77,0.1980022,0.06750561,9,0,0.6653,0.00981111111111111,1.0,9,1.0,0.0,0.0,Non-Buzzer
DokutahLianSyah,0.19018948,0.045026086,5,0,0.8302,0.01234,0.4,2,2.0,0.0,0.0,Non-Buzzer
kerissakti,0.18740445,0.12693237,3,0,1.0,0.016966666666666668,0.6666666666666666,2,2.0,24.0,0.0001606425702811245,Non-Buzzer
Alex_Brigz,0.18395333,0.110275336,3,0,0.628,0.014766666666666666,1.0,3,3.0,1.0,8.032128514056225e-05,Non-Buzzer
yeojinwibu,0.18180461,0.18180461,1,0,0.629,0.0099,1.0,1,0.0,0.0,0.0,Non-Buzzer
zai25452114159,0.18131705,0.18131705,1,0,0.6052,0.0029,1.0,1,1.0,0.0,0.0,Non-Buzzer
NicknationGames,0.16409354,0.16409354,1,0,0.7087,0.0068,1.0,1,0.0,1.0,0.0,Non-Buzzer
WitheredShulker,0.16401096,0.16401096,1,0,0.4754,0.0044,1.0,1,0.0,0.0,0.0,Non-Buzzer
WibuPsikopatDes,0.1592506,0.1592506,1,0,1.0,0.0215,1.0,1,1.0,0.0,0.0,Non-Buzzer
dandibudiman262,0.15909438,0.15909438,1,0,0.4444,0.0083,1.0,1,1.0,0.0,0.0,Non-Buzzer
tsanyqudsi,0.15647726,0.15647726,1,0,0.4057,0.0214,1.0,1,1.0,0.0,0.0,Non-Buzzer
0p_py,0.15344328,0.10535902,2,0,1.0,0.01375,0.5,1,0.0,0.0,0.0,Non-Buzzer
zakisemma,0.14997864,0.14997864,1,0,0.5419,0.014,1.0,1,0.0,0.0,0.0,Non-Buzzer
no_octis,0.14045204,0.14045204,1,0,0.5384,0.0109,1.0,1,0.0,0.0,0.0,Non-Buzzer
jamal8204,0.1376356,0.1376356,1,0,0.3141,0.0139,1.0,1,1.0,0.0,0.0,Non-Buzzer
naufalfauzan,0.13696305,0.13696305,1,0,0.5159,0.0088,1.0,1,0.0,0.0,0.0,Non-Buzzer
ParkBowie,0.13242973,0.13242973,1,0,0.4226,0.0281,1.0,1,1.0,0.0,0.0,Non-Buzzer
MuchBsyrry,0.10443085,0.056098036,2,0,0.3198,0.01565,0.5,1,0.0,0.0,0.0,Non-Buzzer
TarantikaA93671,0.102993935,0.102993935,1,0,0.3812,0.0158,1.0,1,1.0,0.0,0.0,Non-Buzzer
ChouSenka,0.10269332,0.10269332,1,0,0.4437,0.0172,1.0,1,1.0,3.0,0.0,Non-Buzzer
reinardstar,0.099503584,0.056882404,2,0,0.7475,0.00975,1.0,2,0.0,0.0,0.0,Non-Buzzer
rayestu,0.09865344,0.052102275,2,0,0.3715,0.0176,0.5,1,0.0,1.0,0.0,Non-Buzzer
danrrrrrrr,0.09856776,0.09856776,1,0,1.0,0.0215,1.0,1,0.0,0.0,0.0,Non-Buzzer
mirfan_16,0.09835635,0.09835635,1,0,0.4249,0.0088,1.0,1,1.0,0.0,0.0,Non-Buzzer
nonmicin_,0.09523687,0.09523687,1,0,0.2801,0.0128,1.0,1,1.0,0.0,0.0,Non-Buzzer
dadarjiwoo,0.09166168,0.09166168,1,0,0.7475,0.013,1.0,1,0.0,0.0,0.0,Non-Buzzer
inimahjapran,0.08940736,0.08940736,1,0,0.5353,0.0094,1.0,1,1.0,0.0,0.0,Non-Buzzer
purityringgu,0.08651808,0.08651808,1,0,0.5988,0.02,1.0,1,1.0,0.0,0.0,Non-Buzzer
ONarsen,0.086126044,0.086126044,1,0,0.3469,0.0065,1.0,1,0.0,0.0,0.0,Non-Buzzer
scr3t1y,0.083305724,0.083305724,1,0,0.3891,0.0119,1.0,1,1.0,0.0,0.0,Non-Buzzer
Official_Yanuar,0.08215659,0.08215659,1,0,0.4928,0.021,1.0,1,1.0,0.0,0.0,Non-Buzzer
Sunoo_dFox,0.07993354,0.028412178,3,0,0.5733,0.009433333333333334,1.0,3,2.0,0.0,0.0,Non-Buzzer
salengkarden,0.079431064,0.079431064,1,0,0.8346,0.0136,1.0,1,0.0,0.0,0.0,Non-Buzzer
ichaciing,0.07890636,0.07890636,1,0,0.3589,0.023,1.0,1,0.0,0.0,0.0,Non-Buzzer
DaniSplatKing,0.07570312,0.04006193,5,0,0.3753,0.015220000000000001,0.8,4,3.0,0.0,0.0,Non-Buzzer
bsrebahan,0.07509582,0.07509582,1,0,0.3454,0.0137,1.0,1,1.0,0.0,0.0,Non-Buzzer
b3rsetubuh,0.07133009,0.07133009,1,0,0.3191,0.0292,1.0,1,0.0,0.0,0.0,Non-Buzzer
Qilogram2420,0.070742,0.070742,1,0,1.0,0.0035,1.0,1,0.0,0.0,0.0,Non-Buzzer
ianrswld,0.06894618,0.039091587,2,0,0.4157,0.01685,0.5,1,1.0,0.0,0.0,Non-Buzzer
Indie_S_Orilly,0.068842255,0.025198134,4,0,0.3871,0.01505,0.5,2,3.0,2.0,0.0,Non-Buzzer
RiRuPizza,0.06789846,0.06789846,1,0,0.5208,0.0255,1.0,1,0.0,0.0,0.0,Non-Buzzer
sssssidiq,0.06551463,0.06551463,1,0,0.3968,0.0203,1.0,1,0.0,0.0,0.0,Non-Buzzer
debugwithcare,0.06363863,0.06363863,1,0,0.5378,0.01,1.0,1,1.0,0.0,0.0,Non-Buzzer
OpiniRakyatID,0.062633656,0.032390945,2,0,0.7555,0.01145,0.5,1,2.0,0.0,0.0,Non-Buzzer
anda_winata,0.06233256,0.03260836,2,0,0.6455,0.0114,1.0,2,1.0,1.0,0.0,Non-Buzzer
badakmeledak_,0.062129054,0.032647956,2,0,0.4941,0.02075,1.0,2,0.0,8.0,0.0,Non-Buzzer
RodzaAkbar_JpId,0.059298884,0.0392676,2,0,0.6603,0.01245,0.5,1,2.0,0.0,0.0,Non-Buzzer
futuretecnokrat,0.058828663,0.058828663,1,0,0.2637,0.0133,1.0,1,0.0,0.0,0.0,Non-Buzzer
peter_parkour12,0.05731109,0.024400545,3,0,0.628,0.015733333333333335,1.0,3,0.0,0.0,0.0,Non-Buzzer
ap398_,0.05552603,0.05552603,1,0,0.653,0.0091,1.0,1,0.0,0.0,0.0,Non-Buzzer
Bram_no3,0.05283646,0.021713251,3,0,0.7044,0.013833333333333335,0.3333333333333333,1,3.0,5.0,0.0,Non-Buzzer
AHROOMEE,0.051257264,0.03463051,3,0,0.3898,0.014199999999999999,1.0,3,0.0,0.0,0.0,Non-Buzzer
riyoxreaper,0.04726803,0.04726803,1,0,0.3394,0.0143,1.0,1,0.0,0.0,0.0,Non-Buzzer
fareasy96,0.046766955,0.02071947,5,0,0.4357,0.012379999999999999,0.4,2,3.0,2.0,0.0,Non-Buzzer
dvtrhx,0.04642479,0.04642479,1,0,0.5125,0.0255,1.0,1,1.0,0.0,0.0,Non-Buzzer
zzaysmine,0.04503629,0.04503629,1,0,0.4303,0.0214,1.0,1,1.0,0.0,0.0,Non-Buzzer
BurningCoffee0,0.04453656,0.02828368,3,0,0.5678,0.0122,0.3333333333333333,1,3.0,1.0,0.0,Non-Buzzer
rosyidsmile_net,0.043479748,0.043479748,1,0,0.3969,0.0232,1.0,1,0.0,0.0,0.0,Non-Buzzer
ShinadeVT,0.043251656,0.043251656,1,0,0.4183,0.0211,1.0,1,0.0,0.0,0.0,Non-Buzzer
itsgenky,0.04003146,0.04003146,1,0,1.0,0.0125,1.0,1,0.0,0.0,0.0,Non-Buzzer
Arkanwoilah,0.04003146,0.04003146,1,0,1.0,0.0125,1.0,1,0.0,0.0,0.0,Non-Buzzer
ibnukazuyal,0.039697576,0.020467656,4,0,0.4424,0.01705,0.5,2,2.0,0.0,0.0,Non-Buzzer
martedws,0.039321605,0.039321605,1,0,0.6124,0.0083,1.0,1,0.0,0.0,0.0,Non-Buzzer
__byyyyyy,0.03784255,0.03784255,1,0,0.8302,0.0088,1.0,1,0.0,0.0,0.0,Non-Buzzer
dazaaruu_,0.036537133,0.036537133,1,0,0.2515,0.0132,1.0,1,0.0,0.0,0.0,Non-Buzzer
istrinyanaga,0.03616825,0.03616825,1,0,0.467,0.0038,1.0,1,0.0,0.0,0.0,Non-Buzzer
AlFD_Fajarid,0.035743676,0.035743676,1,0,0.4819,0.0075,1.0,1,0.0,0.0,0.0,Non-Buzzer
ErvinBalboa089,0.035235815,0.035235815,1,0,0.4898,0.0212,1.0,1,1.0,0.0,0.0,Non-Buzzer
_ZyZ_Z,0.03498813,0.03498813,1,0,1.0,0.0092,1.0,1,0.0,0.0,0.0,Non-Buzzer
00w011,0.03474139,0.018459123,2,0,0.6597,0.012199999999999999,1.0,2,2.0,0.0,0.0,Non-Buzzer
black_k00k33,0.034574047,0.034574047,1,0,0.3652,0.0255,1.0,1,1.0,0.0,0.0,Non-Buzzer
Rikaa_key,0.03391063,0.03391063,1,0,0.5137,0.0034,1.0,1,0.0,0.0,0.0,Non-Buzzer
detikjatengcom,0.033224847,0.033224847,1,0,0.5135,0.0154,1.0,1,0.0,0.0,0.0,Non-Buzzer
tigor_na70,0.033096317,0.033096317,1,0,0.4263,0.0146,1.0,1,0.0,0.0,0.0,Non-Buzzer
GojoIrengg,0.032281213,0.032281213,1,0,0.5657,0.0167,1.0,1,1.0,0.0,0.0,Non-Buzzer
ahmedfahrizal_,0.032252863,0.032252863,1,0,0.4189,0.0046,1.0,1,0.0,0.0,0.0,Non-Buzzer
SircuTrito,0.032193653,0.01703528,2,0,0.3985,0.0098,1.0,2,0.0,0.0,0.0,Non-Buzzer
FlwrmnShiragiku,0.03148171,0.03148171,1,0,0.4715,0.019,1.0,1,0.0,0.0,0.0,Non-Buzzer
MangAgus_10,0.03122245,0.03122245,1,0,0.4973,0.0062,1.0,1,1.0,3.0,0.0,Non-Buzzer
SylentSevenstar,0.031040661,0.019179624,2,0,0.502,0.01925,0.5,1,2.0,1.0,0.0,Non-Buzzer
Mohha_haha,0.03069827,0.03069827,1,0,0.7313,0.0086,1.0,1,1.0,0.0,0.0,Non-Buzzer
koounde,0.030644303,0.030644303,1,0,0.3063,0.0123,1.0,1,0.0,0.0,0.0,Non-Buzzer
OxygenSunshinee,0.030600926,0.017869659,2,0,0.5877,0.0137,1.0,2,0.0,0.0,0.0,Non-Buzzer
