username,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,content_dup_score_max,lexical_similarity_score_mean,temporal_burst_score_max,posting_freq_per_hour_max,sna_out_deg_max,sna_in_deg_max,sna_betweenness_max,buzzer_label
Neidhardtsensei,0.0008863182,0.0008863182,1,0,0.2553,0.0089,1.0,1,1.0,0.0,0.0,Non-Buzzer
sekarksh,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
Cyanbluuu_,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
jinowra,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
cokudevu,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
jakasrinugraha4,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
Skalteer,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
suwmade,0.0008857602,0.0008857602,1,0,0.0,0.0,1.0,1,0.0,0.0,0.0,Non-Buzzer
myouiminskuy,0.0008857483,0.0008857483,1,0,0.3633,0.0105,1.0,1,0.0,0.0,0.0,Non-Buzzer
brandonsalim,0.00087113737,0.00087113737,1,0,0.4085,0.0011,1.0,1,1.0,1.0,0.0,Non-Buzzer
weslibravo,0.000869722,0.000869722,1,0,0.3184,0.0016,1.0,1,1.0,0.0,0.0,Non-Buzzer
hhiimmeell,0.00086747453,0.00086747453,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
EmpireTimu23003,0.00086747453,0.00086747453,1,0,0.2462,0.0044,1.0,1,1.0,0.0,0.0,Non-Buzzer
mamank_garoxz,0.00086747453,0.00086747453,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
Youronlymeta,0.00086747453,0.00086747453,1,0,0.0,0.0,1.0,1,1.0,0.0,0.0,Non-Buzzer
SoundOfYogi,0.0008568806,0.0008568806,1,0,0.2705,0.0095,1.0,1,0.0,0.0,0.0,Non-Buzzer
aryankushh,0.00084735017,0.00084735017,1,0,0.2702,0.0035,1.0,1,1.0,0.0,0.0,Non-Buzzer
kopeyy,0.0008459996,0.0008459996,1,0,0.2559,0.0044,1.0,1,0.0,0.0,0.0,Non-Buzzer
AudhikaH68309,0.0008459996,0.0008459996,1,0,0.2657,0.0064,1.0,1,0.0,0.0,0.0,Non-Buzzer
Yaitu12921776,0.0008353887,0.0008353887,1,0,0.3704,0.0065,1.0,1,0.0,0.0,0.0,Non-Buzzer
septimberrr,0.0008221638,0.0008221638,1,0,0.3202,0.0021,1.0,1,0.0,0.0,0.0,Non-Buzzer
cipicipacipi,0.0008214348,0.0008214348,1,0,0.3059,0.006,1.0,1,0.0,0.0,0.0,Non-Buzzer
ecco2kfarts,0.0008214348,0.0008214348,1,0,0.3099,0.0068,1.0,1,0.0,0.0,0.0,Non-Buzzer
itskadeks,0.00081480015,0.00081480015,1,0,0.2736,0.0071,1.0,1,0.0,0.0,0.0,Non-Buzzer
yourwin0na,0.00081382325,0.00081382325,1,0,0.3546,0.0015,1.0,1,0.0,0.0,0.0,Non-Buzzer
4wallsnet,0.00081382325,0.00081382325,1,0,0.3351,0.0046,1.0,1,0.0,0.0,0.0,Non-Buzzer
LazyrevilLeona,0.00080519,0.00080519,1,0,0.3282,0.0024,1.0,1,1.0,0.0,0.0,Non-Buzzer
monstreza,0.00080519,0.00080519,1,0,0.3173,0.0066,1.0,1,1.0,0.0,0.0,Non-Buzzer
biruwahidhan,0.00080519,0.00080519,1,0,0.3227,0.007,1.0,1,1.0,0.0,0.0,Non-Buzzer
naeraeirene,0.00080519,0.00080519,1,0,0.3295,0.0023,1.0,1,1.0,1.0,0.0,Non-Buzzer
choco_cookees,0.00080519,0.00080519,1,0,0.3274,0.0005,1.0,1,1.0,0.0,0.0,Non-Buzzer
salmontamago14,0.000804476,0.000804476,1,0,0.3121,0.0069,1.0,1,1.0,0.0,0.0,Non-Buzzer
SEdit2321840,0.000804476,0.000804476,1,0,0.2886,0.0048,1.0,1,1.0,0.0,0.0,Non-Buzzer
doraemo1v,0.0008041181,0.0008041181,1,0,0.2543,0.0085,1.0,1,1.0,0.0,0.0,Non-Buzzer
BerhakProtes,0.00079793535,0.00079793535,1,0,0.3274,0.0093,1.0,1,0.0,0.0,0.0,Non-Buzzer
tetsurowifeeyy,0.00079793535,0.00079793535,1,0,0.3294,0.009,1.0,1,0.0,0.0,0.0,Non-Buzzer
pradeepk204,0.00079793535,0.00079793535,1,0,0.3209,0.0088,1.0,1,0.0,0.0,0.0,Non-Buzzer
Echwazz,0.0007972278,0.0007972278,1,0,0.3063,0.0085,1.0,1,0.0,0.0,0.0,Non-Buzzer
Siestice,0.0007970215,0.0007970215,1,0,0.3483,0.0075,1.0,1,1.0,0.0,0.0,Non-Buzzer
lalaskibo,0.0007970215,0.0007970215,1,0,0.3606,0.0049,1.0,1,1.0,0.0,0.0,Non-Buzzer
calvadozze,0.0007970215,0.0007970215,1,0,0.3558,0.004,1.0,1,1.0,0.0,0.0,Non-Buzzer
haenetizen,0.0007970215,0.0007970215,1,0,0.3362,0.0069,1.0,1,1.0,0.0,0.0,Non-Buzzer
