content_dup_score,lexical_similarity_score,semantic_dup_score,semantic_similarity_score,temporal_burst_score,posting_freq_per_hour,sna_out_deg,sna_in_deg
0.3588,0.0151,0.6344718,0.34259835,1.0,1,0.0,0.0
1.0,0.0125,1.0,0.31197426,1.0,1,0.0,0.0
0.3228,0.0122,0.75586176,0.2068181,1.0,1,0.0,0.0
0.3712,0.0111,0.6447679,0.34596992,1.0,1,1.0,0.0
0.3274,0.0093,0.52739805,0.20972341,1.0,1,0.0,0.0
0.5186,0.0099,0.62901556,0.3448449,1.0,1,0.0,0.0
0.4878,0.0056,0.9567666,0.32877308,1.0,1,0.0,0.0
0.0,0.0,0.73835075,0.38455522,1.0,1,0.0,0.0
0.5921,0.0043,0.6888814,0.19124629,1.0,1,0.0,0.0
0.3896,0.0053,0.6723505,0.30950037,1.0,1,0.0,0.0
0.2764,0.0139,0.63469017,0.2909507,1.0,1,0.0,1.0
0.5509,0.0077,0.73185146,0.3856867,1.0,1,1.0,0.0
0.4606,0.0128,0.76984096,0.267583,1.0,1,1.0,0.0
0.4697,0.0155,0.64822364,0.23412172,1.0,1,1.0,0.0
0.6685,0.0183,0.68060863,0.3266483,0.5,1,1.0,0.0
0.4938,0.0128,0.75169325,0.24563518,1.0,1,1.0,0.0
0.338,0.0194,0.6989677,0.3399101,1.0,1,0.0,0.0
0.3309,0.0123,0.7728339,0.4305972,1.0,2,0.0,0.0
1.0,0.0111,0.70864844,0.29724813,1.0,1,0.0,0.0
0.4841,0.0075,0.7209193,0.27349246,1.0,1,1.0,0.0
0.3394,0.0143,0.8217305,0.398866,1.0,1,0.0,0.0
0.3753,0.0168,0.7339412,0.32722092,0.8,4,3.0,0.0
0.6095,0.0074,0.70277846,0.28123334,1.0,1,0.0,0.0
0.3099,0.003,0.7485889,0.35395375,1.0,1,0.0,0.0
0.0,0.0,0.9024346,0.31451857,1.0,1,1.0,0.0
0.605,0.0027,0.88057506,0.32837817,0.5,1,0.0,0.0
0.3715,0.0168,0.829972,0.46068308,0.5,1,0.0,0.0
0.7002,0.0079,0.58508384,0.22301787,1.0,1,0.0,0.0
1.0,0.0061,0.66887933,0.28191736,1.0,1,1.0,0.0
0.405,0.0233,0.74200547,0.36443847,1.0,1,0.0,0.0
0.3849,0.017,0.6312852,0.32073972,1.0,1,1.0,0.0
0.7528,0.0046,0.5996946,0.30914932,1.0,1,1.0,0.0
0.5763,0.0095,0.76655555,0.23562494,1.0,1,0.0,0.0
0.2939,0.0116,0.7721717,0.43877444,0.8,4,3.0,0.0
0.4597,0.0033,0.69299334,0.31280556,1.0,1,0.0,0.0
0.4444,0.0083,0.93025863,0.3561048,1.0,1,1.0,0.0
0.7111,0.0028,0.62634015,0.2934365,1.0,1,0.0,0.0
0.2834,0.0115,0.7387991,0.43265414,1.0,1,1.0,0.0
0.0,0.0,0.807808,0.41010082,1.0,1,0.0,0.0
0.4405,0.0185,0.8333571,0.38878724,0.5,1,2.0,0.0
0.4363,0.0102,0.7460891,0.23470141,1.0,1,0.0,0.0
0.7798,0.006,0.93541634,0.35083452,1.0,1,0.0,0.0
0.3029,0.0133,0.657176,0.28359023,0.8,4,3.0,0.0
0.7982,0.0029,0.7377955,0.25309095,1.0,1,0.0,0.0
0.3467,0.0118,0.74970555,0.36471987,1.0,1,0.0,0.0
0.7313,0.0086,0.82401186,0.34274578,1.0,1,1.0,0.0
0.3586,0.0165,0.7355855,0.41143534,0.8,4,3.0,0.0
0.4,0.012,0.7837282,0.3225925,1.0,1,0.0,0.0
0.4162,0.0291,0.6930943,0.34855562,1.0,1,0.0,0.0
0.3782,0.0015,0.7308594,0.28388423,1.0,1,1.0,0.0
0.628,0.0156,0.6952378,0.37333325,1.0,3,3.0,1.0
0.6597,0.0077,0.5965044,0.32503474,1.0,2,2.0,0.0
0.5531,0.017,0.8007339,0.40645915,1.0,3,3.0,1.0
0.6597,0.0167,0.73376334,0.35703558,1.0,2,2.0,0.0
0.3606,0.0049,0.7487757,0.21020827,1.0,1,1.0,0.0
0.0,0.0,1.0000001,0.28146854,1.0,1,0.0,0.0
0.3586,0.0179,0.78069663,0.41586408,1.0,1,0.0,0.0
0.5857,0.0076,0.65082055,0.27157885,1.0,1,0.0,0.0
0.3611,0.0135,0.7639463,0.36869153,1.0,1,0.0,0.0
0.5531,0.0117,0.79042095,0.36074308,1.0,3,3.0,1.0
0.2699,0.0073,0.49387276,0.21844223,0.5,1,0.0,0.0
1.0,0.0418,0.7397636,0.31357196,1.0,1,0.0,0.0
0.3452,0.019,0.5685562,0.27328938,1.0,1,0.0,0.0
0.5884,0.0092,0.7924025,0.3311292,0.5,1,1.0,0.0
0.8368,0.0069,0.80821943,0.19181931,1.0,1,0.0,0.0
0.3362,0.0069,0.71183807,0.25540337,1.0,1,1.0,0.0
0.4712,0.0085,0.6287714,0.28785986,1.0,1,1.0,1.0
1.0,0.0092,0.9550136,0.2878627,1.0,1,0.0,0.0
0.5972,0.0107,0.7424528,0.3550078,1.0,1,1.0,0.0
0.4249,0.0088,0.8695514,0.3832004,1.0,1,1.0,0.0
1.0,0.0035,0.93901145,0.36270097,1.0,1,1.0,0.0
0.771,0.0131,0.81895757,0.40680593,1.0,1,0.0,0.0
0.3294,0.0129,0.69806594,0.32185292,1.0,1,0.0,0.0
0.7475,0.0126,0.8555075,0.27913412,1.0,2,0.0,0.0
1.0,0.0111,0.78160965,0.33207038,1.0,1,0.0,0.0
0.3011,0.0135,0.69925094,0.3717278,1.0,1,0.0,0.0
0.5763,0.0114,0.84944344,0.33783293,1.0,1,0.0,0.0
0.7087,0.0068,0.8695514,0.36598796,1.0,1,0.0,1.0
0.2881,0.0053,0.542856,0.21270059,0.5,1,2.0,0.0
0.4078,0.0113,0.6401505,0.21902746,1.0,1,1.0,0.0
0.3713,0.0118,0.64571404,0.3059288,1.0,1,0.0,0.0
0.4444,0.0154,0.4432586,0.14485452,1.0,1,0.0,0.0
0.6603,0.0092,0.7185093,0.43678257,0.5,1,2.0,0.0
0.3336,0.0145,0.7611327,0.40714967,0.5,1,0.0,0.0
0.0,0.0,0.92275417,0.28863433,0.5,1,1.0,0.0
0.4715,0.019,0.80692995,0.36816388,1.0,1,0.0,0.0
0.5466,0.0069,0.83933324,0.21903804,1.0,2,0.0,0.0
0.0,0.0,0.78950775,0.34747908,1.0,1,0.0,0.0
0.2559,0.0044,0.6487272,0.19919418,1.0,1,0.0,0.0
0.4298,0.0069,0.4823478,0.1791449,1.0,1,0.0,0.0
0.2955,0.0072,0.72063386,0.36596623,1.0,1,1.0,0.0
0.8577,0.006,0.95869863,0.35909182,1.0,1,0.0,0.0
0.3214,0.0118,0.7426852,0.43164527,1.0,1,0.0,0.0
0.4506,0.0121,0.65372455,0.2891331,1.0,1,1.0,0.0
0.7352,0.0024,0.72953814,0.2137025,1.0,1,0.0,0.0
0.8302,0.0128,0.8802897,0.3620657,0.4,2,2.0,0.0
0.4597,0.0032,0.7704635,0.30492404,1.0,1,0.0,0.0
0.4305,0.0095,0.64501345,0.34171075,1.0,1,0.0,2.0
0.3719,0.0115,0.6654273,0.28984952,1.0,1,0.0,0.0
0.7209,0.0128,0.63004154,0.32077357,1.0,1,0.0,0.0
0.6003,0.0019,0.7162689,0.20956056,1.0,1,0.0,0.0
0.9098,0.0063,0.6352251,0.28431752,1.0,1,0.0,0.0
0.3443,0.0139,0.7421932,0.31310505,1.0,1,1.0,0.0
0.2752,0.0179,0.6721833,0.28383046,0.8,4,3.0,0.0
0.2863,0.0113,0.73139024,0.35996652,1.0,1,0.0,0.0
0.6607,0.0094,0.96901083,0.2660461,1.0,1,0.0,0.0
0.4049,0.008,0.629656,0.29932734,1.0,1,0.0,0.0
0.3885,0.0127,0.5860481,0.2998918,1.0,1,0.0,0.0
0.5986,0.013,0.5764345,0.22205916,1.0,1,1.0,0.0
0.3778,0.0088,0.70269287,0.3285074,1.0,1,0.0,0.0
0.4139,0.0101,0.7217994,0.36968198,1.0,1,0.0,0.0
0.3525,0.0056,0.8263737,0.42439812,0.5,1,1.0,0.0
0.351,0.012,0.7682064,0.31055173,1.0,1,0.0,0.0
0.3749,0.0118,0.58126247,0.2580203,1.0,1,0.0,0.0
0.4305,0.0124,0.6214055,0.23800687,1.0,1,0.0,0.0
0.4317,0.0076,0.6974764,0.27845764,1.0,1,0.0,0.0
0.5353,0.0094,0.9197844,0.33056656,1.0,1,1.0,0.0
0.4312,0.0038,0.4542936,0.16505006,1.0,1,0.0,0.0
0.6226,0.0036,0.86540806,0.27375424,1.0,1,1.0,0.0
0.3779,0.0148,0.822134,0.31675386,0.5,1,0.0,0.0
0.4653,0.0067,0.6253656,0.19523266,1.0,1,0.0,0.0
0.3703,0.0098,0.7493317,0.3023809,1.0,1,0.0,0.0
0.3924,0.0114,0.7944533,0.44150454,1.0,2,0.0,0.0
0.3617,0.0119,0.70960563,0.41601828,1.0,1,0.0,0.0
0.3282,0.0024,0.61742043,0.25810125,1.0,1,1.0,0.0
0.3985,0.0082,0.7227296,0.38351423,1.0,2,0.0,0.0
0.3068,0.0297,0.6350516,0.26926357,0.5,1,0.0,0.0
0.5017,0.0099,0.73777604,0.24924834,1.0,1,0.0,0.0
0.2211,0.0121,0.7455897,0.3594273,1.0,1,0.0,0.0
0.2539,0.005,0.62973773,0.2643602,0.3333333333333333,1,0.0,0.0
0.4199,0.0128,0.67734885,0.32365724,1.0,1,0.0,0.0
0.4882,0.0316,0.51238483,0.14709347,1.0,1,0.0,0.0
0.4193,0.0056,0.80662584,0.3407145,1.0,2,2.0,0.0
0.0,0.0,0.8384458,0.3269982,1.0,1,1.0,0.0
0.666,0.0064,0.71055317,0.25066578,1.0,2,2.0,0.0
0.3851,0.0127,0.571656,0.32299355,1.0,1,1.0,0.0
0.3191,0.0292,0.8389987,0.43265903,1.0,1,0.0,0.0
0.5125,0.0255,0.8201644,0.4215049,1.0,1,1.0,0.0
0.7038,0.0146,0.7101751,0.33749714,1.0,1,0.0,0.0
0.5431,0.0045,0.773166,0.44345874,1.0,1,1.0,0.0
0.3568,0.015,0.7161173,0.35152206,0.3333333333333333,1,1.0,0.0
0.3812,0.0158,0.80550563,0.3983291,1.0,1,1.0,0.0
0.531,0.0331,0.75006133,0.36731425,1.0,1,1.0,0.0
0.5305,0.0305,0.84234494,0.36368734,0.5,1,2.0,0.0
0.7671,0.0206,0.7646421,0.2657838,1.0,1,0.0,0.0
0.2279,0.0094,0.6571169,0.31678784,1.0,2,0.0,0.0
0.2907,0.0153,0.78351057,0.37698042,1.0,2,0.0,0.0
0.4349,0.0093,0.7077185,0.3045723,1.0,1,0.0,0.0
0.4788,0.0071,0.50315344,0.23171753,1.0,1,0.0,0.0
0.4477,0.0267,0.8201644,0.40594274,0.5,1,0.0,0.0
0.378,0.0075,0.797698,0.37147275,1.0,1,1.0,0.0
0.2702,0.0035,0.65491545,0.28388888,1.0,1,1.0,0.0
0.3432,0.0161,0.708397,0.32519025,0.5,2,1.0,1.0
0.2925,0.0046,0.583779,0.24069338,0.5,1,0.0,0.0
0.2879,0.0193,0.7857269,0.34591183,0.5,1,2.0,1.0
0.4726,0.0033,0.6641661,0.24684033,1.0,1,0.0,0.0
0.3102,0.0252,0.5958823,0.3018474,0.6666666666666666,2,1.0,1.0
0.4553,0.0051,0.7207511,0.22422303,1.0,1,0.0,0.0
0.3576,0.0083,0.8013695,0.4135889,1.0,1,0.0,0.0
0.455,0.0122,0.5959717,0.32294193,1.0,1,0.0,0.0
0.8111,0.0086,0.7655866,0.30256742,1.0,1,0.0,0.0
0.3072,0.0201,0.80755204,0.40381438,0.6666666666666666,2,1.0,1.0
0.4098,0.0166,0.8110441,0.36826667,0.5,1,2.0,0.0
0.5246,0.0205,0.7319279,0.4122873,1.0,1,1.0,0.0
0.3774,0.0093,0.6321285,0.30141312,1.0,1,0.0,0.0
0.3384,0.0195,0.74670625,0.33042207,0.6666666666666666,2,1.0,1.0
0.0,0.0,0.82558787,0.30148578,1.0,1,1.0,0.0
0.3282,0.018,0.7736181,0.40820727,1.0,1,0.0,0.0
0.2676,0.0142,0.7830732,0.43554065,1.0,1,1.0,0.0
0.265,0.0175,0.6192876,0.23161377,1.0,1,1.0,0.0
0.3201,0.013,0.6695357,0.34144253,1.0,1,1.0,0.0
0.4048,0.0086,0.67974335,0.2933607,1.0,1,0.0,0.0
0.5792,0.0038,0.797698,0.39920717,0.5,1,0.0,0.0
0.2993,0.0253,0.77138054,0.2821586,1.0,2,1.0,1.0
0.273,0.0159,0.6920014,0.37124407,0.5,1,1.0,0.0
0.3901,0.0051,0.80331933,0.33059368,1.0,1,0.0,0.0
0.3159,0.0151,0.76721436,0.2682566,0.5,1,2.0,0.0
0.3684,0.019,0.66427755,0.310692,1.0,1,1.0,0.0
0.2892,0.024,0.62638474,0.26411414,1.0,1,0.0,0.0
0.3909,0.0092,0.74948573,0.36078355,1.0,1,1.0,0.0
0.3747,0.005,0.62754965,0.3505119,1.0,1,0.0,0.0
0.3936,0.0102,0.64235646,0.29258636,1.0,1,0.0,0.0
0.4358,0.0075,0.6452439,0.3915543,0.5,2,2.0,0.0
0.7044,0.0253,0.7928627,0.36439568,0.3333333333333333,1,3.0,5.0
0.4424,0.0209,0.7826715,0.39989403,0.5,2,2.0,0.0
0.5146,0.0204,0.8133566,0.32024688,1.0,2,1.0,1.0
0.2794,0.0046,0.71231496,0.3620901,0.5,1,2.0,0.0
0.3886,0.0181,0.42681646,0.10388788,1.0,1,0.0,0.0
0.3713,0.0149,0.6465039,0.27900517,1.0,1,1.0,0.0
0.502,0.0191,0.7274576,0.3797378,1.0,1,1.0,0.0
0.2514,0.0102,0.7267373,0.37540135,1.0,1,0.0,0.0
0.3844,0.0091,0.6554446,0.32259232,0.5,1,2.0,1.0
0.2907,0.0012,0.8386104,0.25571054,1.0,1,0.0,0.0
1.0,0.0111,1.0000001,0.42593682,0.5,1,0.0,23.0
0.4928,0.0085,0.8032743,0.21036465,1.0,1,0.0,0.0
0.3132,0.0182,0.74226975,0.3492786,0.6666666666666666,2,2.0,1.0
0.2967,0.0128,0.75124913,0.32402846,1.0,1,1.0,0.0
0.3408,0.0179,0.7497754,0.37973347,1.0,1,0.0,0.0
0.3871,0.018,0.75447446,0.36343265,0.5,2,3.0,2.0
0.2833,0.0094,0.6930953,0.35015824,0.5,1,2.0,0.0
0.0,0.0,0.698226,0.23467205,1.0,1,1.0,0.0
0.339,0.0218,0.65831184,0.3158693,0.5,2,2.0,0.0
0.3871,0.0229,0.70205885,0.30360675,0.6666666666666666,2,2.0,1.0
0.4973,0.0057,0.746506,0.28309456,0.5,1,2.0,0.0
0.388,0.0079,0.7851367,0.3620411,1.0,1,0.0,0.0
0.5446,0.0131,0.7788143,0.3468036,1.0,1,1.0,0.0
0.5306,0.011,0.767913,0.38225764,1.0,1,1.0,0.0
0.2627,0.014,0.7623521,0.4065532,1.0,1,1.0,0.0
0.266,0.0049,0.7614815,0.39657626,1.0,1,0.0,0.0
0.523,0.0144,0.68409383,0.28795266,1.0,2,1.0,0.0
0.2789,0.0157,0.6506006,0.3167145,1.0,2,1.0,0.0
0.4696,0.0175,0.69248235,0.36744484,1.0,1,0.0,0.0
0.2967,0.0198,0.71189415,0.37156922,1.0,1,0.0,0.0
0.0,0.0,0.7250364,0.33248883,1.0,1,1.0,0.0
0.2267,0.0127,0.6705401,0.28472462,0.5,2,3.0,2.0
0.4475,0.0226,0.83077323,0.43983388,1.0,1,1.0,0.0
0.6653,0.0054,0.7177982,0.29855713,0.3333333333333333,1,3.0,5.0
0.447,0.0008,0.72731423,0.22556281,1.0,1,1.0,0.0
0.4381,0.0224,0.7395115,0.31945568,0.5,1,1.0,3.0
0.4874,0.0207,0.7072189,0.29011703,1.0,1,0.0,0.0
0.3312,0.0208,0.8322818,0.44560322,0.5,1,2.0,1.0
0.3599,0.0191,0.78948665,0.3322102,1.0,1,1.0,0.0
0.2975,0.0178,0.78948665,0.3320662,1.0,1,0.0,0.0
0.2772,0.017,0.73424065,0.3300816,1.0,1,0.0,0.0
0.3924,0.016,0.6407768,0.323839,0.3333333333333333,1,1.0,8.0
0.307,0.0198,0.7642105,0.38315615,1.0,1,0.0,0.0
0.5135,0.0154,0.7688681,0.3917,1.0,1,0.0,0.0
0.4184,0.0153,0.5785992,0.3358815,1.0,1,1.0,1.0
0.2702,0.0174,0.6754447,0.34260404,0.5,1,1.0,3.0
0.2264,0.0079,0.5474379,0.20802768,0.6666666666666666,2,2.0,1.0
0.5862,0.0082,0.78093886,0.41166624,1.0,2,0.0,0.0
0.4303,0.0214,0.8389987,0.40915713,1.0,1,1.0,0.0
0.2803,0.0125,0.5875521,0.22240143,1.0,1,0.0,0.0
0.2946,0.0113,0.777679,0.38200244,1.0,2,0.0,0.0
0.3137,0.0174,0.7466214,0.333392,1.0,1,0.0,0.0
0.2257,0.0087,0.7361909,0.403053,0.5,1,2.0,1.0
0.5653,0.0159,0.7198734,0.24123691,1.0,1,0.0,0.0
0.2794,0.0213,0.749966,0.44378445,1.0,1,0.0,0.0
0.4041,0.0159,0.7227179,0.41335946,1.0,1,1.0,0.0
0.2219,0.0081,0.7429757,0.4145748,0.4,2,2.0,0.0
0.3463,0.0041,0.8380736,0.26020887,1.0,1,1.0,0.0
1.0,0.0111,1.0000001,0.42593682,1.0,1,0.0,0.0
0.7025,0.0114,0.65918016,0.24615195,0.6,3,2.0,3.0
0.3703,0.0131,0.784444,0.4062807,1.0,1,1.0,0.0
0.5562,0.0225,0.6991937,0.3374225,1.0,1,1.0,0.0
0.7671,0.0067,0.72455645,0.37796497,1.0,1,1.0,0.0
0.3415,0.0184,0.7928627,0.3740666,1.0,1,1.0,0.0
0.0,0.0,0.5829327,0.10611174,1.0,1,1.0,0.0
0.2572,0.014,0.76631737,0.38379687,1.0,1,1.0,0.0
0.4057,0.0143,0.6929504,0.33514017,1.0,2,1.0,0.0
0.285,0.0135,0.78960264,0.40831468,1.0,2,1.0,0.0
0.3673,0.0125,0.71665996,0.27056378,1.0,1,1.0,0.0
0.5678,0.0084,0.6095882,0.2604661,1.0,1,0.0,1.0
0.511,0.011,0.74015945,0.30240557,0.6666666666666666,2,2.0,0.0
0.3377,0.0125,0.54504496,0.20170267,1.0,1,1.0,0.0
0.3669,0.0125,0.6609298,0.3241049,0.6666666666666666,2,2.0,0.0
0.4733,0.0087,0.7655866,0.33944905,0.3333333333333333,1,0.0,0.0
0.277,0.0169,0.7598648,0.3358977,1.0,1,1.0,0.0
0.6229,0.019,0.80943596,0.30826795,1.0,1,1.0,0.0
0.7955,0.0084,0.6419225,0.3237883,1.0,1,0.0,0.0
0.3652,0.0249,0.78022575,0.40622225,1.0,1,0.0,0.0
0.2394,0.0178,0.72630405,0.41321072,0.5,1,2.0,0.0
0.2772,0.0241,0.762656,0.454187,0.5,2,3.0,2.0
0.2559,0.012,0.7267145,0.40169194,0.5,1,2.0,0.0
0.238,0.018,0.64483804,0.30313846,1.0,1,1.0,0.0
0.4475,0.0084,0.62324315,0.22983982,0.5,1,0.0,0.0
0.3052,0.0136,0.7035251,0.2982439,1.0,1,1.0,0.0
0.3634,0.0108,0.79472756,0.37226856,1.0,1,1.0,0.0
0.4158,0.0125,0.73366857,0.2623759,1.0,1,1.0,0.0
0.3031,0.0122,0.74980605,0.4044326,1.0,1,1.0,0.0
0.3704,0.0065,0.75586176,0.22764316,1.0,1,0.0,0.0
0.4644,0.0206,0.6061643,0.25492948,0.3333333333333333,1,1.0,8.0
0.4491,0.011,0.8090288,0.2123721,1.0,1,0.0,0.0
0.4619,0.0189,0.770946,0.38129145,1.0,1,1.0,0.0
0.2885,0.0189,0.79123557,0.41821578,0.6666666666666666,2,1.0,0.0
0.3041,0.0176,0.7724822,0.44842023,0.6666666666666666,2,1.0,0.0
0.2657,0.0164,0.6847298,0.328826,0.5,1,0.0,1.0
0.4105,0.0169,0.64320374,0.260596,0.6,3,2.0,3.0
0.4881,0.0057,0.65372455,0.38514644,1.0,1,0.0,0.0
0.3221,0.0144,0.7820811,0.40539077,1.0,1,1.0,0.0
0.3881,0.0172,0.7096914,0.38502154,1.0,1,0.0,0.0
0.7025,0.0132,0.6816437,0.30663365,0.6,3,2.0,3.0
0.4633,0.0165,0.84839606,0.41744286,1.0,1,1.0,0.0
0.3209,0.0088,0.50222313,0.14624855,1.0,1,0.0,0.0
0.4447,0.0084,0.7501247,0.3899236,1.0,1,0.0,0.0
0.4175,0.0088,0.5893816,0.2000559,0.5,1,1.0,0.0
1.0,0.0061,0.6957414,0.3509551,1.0,1,0.0,0.0
0.5225,0.0087,0.7040423,0.250912,1.0,1,1.0,0.0
0.2231,0.0015,0.63821137,0.30699885,1.0,1,0.0,0.0
0.281,0.0213,0.6286179,0.32159105,1.0,1,0.0,0.0
0.5562,0.0166,0.72372854,0.3227786,0.6,3,2.0,3.0
0.3877,0.0119,0.5657854,0.2537181,1.0,1,0.0,0.0
0.2867,0.009,0.78704226,0.34376174,1.0,9,1.0,0.0
0.447,0.0138,0.8058128,0.36214668,0.3333333333333333,1,2.0,0.0
0.3345,0.0032,0.73114204,0.382424,1.0,9,1.0,0.0
0.3259,0.0141,0.55170226,0.23338678,1.0,9,1.0,0.0
0.3823,0.0044,0.85538673,0.45635775,1.0,9,1.0,0.0
0.6653,0.0075,0.85864246,0.30843174,1.0,9,1.0,0.0
0.7933,0.014,0.63932335,0.26085588,1.0,1,1.0,0.0
0.4907,0.0094,0.8094148,0.42805937,1.0,9,1.0,0.0
0.3324,0.0152,0.8149087,0.42834473,1.0,9,1.0,0.0
1.0,0.0125,1.0,0.31197426,1.0,1,1.0,1.0
0.3611,0.0145,0.7273531,0.37385556,1.0,9,1.0,0.0
0.3949,0.0059,0.7971536,0.37227273,1.0,1,1.0,0.0
0.44,0.0097,0.69806594,0.29118335,1.0,1,0.0,0.0
0.3324,0.011,0.8350386,0.43219742,1.0,9,1.0,0.0
0.3792,0.0272,0.76644695,0.33300206,1.0,1,1.0,0.0
0.5208,0.0255,0.82609373,0.25490433,1.0,1,0.0,0.0
0.2616,0.0114,0.78818154,0.42086238,1.0,1,0.0,0.0
0.6958,0.0029,0.7876804,0.36727658,1.0,1,0.0,0.0
0.6372,0.0164,0.6159338,0.3188105,1.0,1,1.0,0.0
0.6978,0.0153,0.702013,0.34679028,0.5,1,2.0,0.0
0.6022,0.0097,0.89829576,0.21531874,1.0,2,0.0,0.0
0.3495,0.0176,0.7380425,0.33785877,1.0,2,0.0,0.0
1.0,0.0173,1.0000004,0.36745396,1.0,1,0.0,0.0
0.3362,0.0084,0.5238844,0.23432568,1.0,3,0.0,0.0
0.3369,0.0176,0.6261,0.27211466,1.0,3,0.0,0.0
0.3656,0.0171,0.656757,0.31884068,1.0,3,0.0,0.0
0.3081,0.012,0.7422968,0.34702808,1.0,2,0.0,0.0
0.5549,0.0241,0.9243113,0.43509227,1.0,2,0.0,0.0
0.3295,0.0023,0.70719635,0.20438968,1.0,1,1.0,1.0
0.2462,0.0044,0.6404941,0.25696382,1.0,1,1.0,0.0
0.5431,0.0177,0.79350173,0.4327525,1.0,2,0.0,0.0
0.3814,0.0121,0.55753285,0.26829663,1.0,1,1.0,0.0
0.3433,0.0249,0.6011404,0.24345668,1.0,1,1.0,0.0
0.4091,0.0159,0.62275994,0.3645693,1.0,1,0.0,0.0
0.3759,0.0166,0.7098528,0.39727035,1.0,1,1.0,0.0
0.328,0.0167,0.787887,0.40224203,0.5,1,0.0,0.0
0.3556,0.0112,0.70539004,0.30728564,0.6666666666666666,2,0.0,0.0
0.3423,0.024,0.70881784,0.3541778,1.0,1,1.0,0.0
0.6668,0.0101,0.8135321,0.28295106,1.0,1,1.0,0.0
0.6229,0.0185,0.6997467,0.33238935,1.0,1,1.0,0.0
0.4627,0.0253,0.7995211,0.3928917,1.0,2,0.0,0.0
0.4506,0.0056,0.7938155,0.41834328,1.0,1,1.0,0.0
0.359,0.0106,0.7004229,0.31549895,1.0,1,0.0,0.0
0.3696,0.017,0.70350444,0.39873534,1.0,2,2.0,0.0
0.2983,0.0162,0.72809374,0.4105125,0.4,2,3.0,2.0
0.2783,0.0247,0.8145556,0.33973208,1.0,1,1.0,0.0
0.373,0.0129,0.58271587,0.25414774,1.0,2,2.0,0.0
0.3367,0.0152,0.77569425,0.39676327,1.0,1,1.0,0.0
0.4705,0.0007,0.7759237,0.38647172,1.0,1,0.0,0.0
0.2859,0.0139,0.5939142,0.29080582,0.6666666666666666,2,2.0,0.0
0.5146,0.0112,0.58856636,0.2074711,1.0,1,1.0,0.0
0.3132,0.0231,0.74967575,0.41720375,0.5,1,0.0,0.0
0.333,0.0245,0.7958196,0.36140212,1.0,1,1.0,0.0
0.5587,0.0019,0.5834611,0.26339725,1.0,1,1.0,0.0
0.3715,0.0188,0.8094148,0.40990195,0.5,1,0.0,1.0
1.0,0.0127,1.0,0.3211511,0.5,1,1.0,0.0
0.6158,0.01,0.72794026,0.28212345,1.0,1,0.0,0.0
0.3274,0.0005,0.6036693,0.1802267,1.0,1,1.0,0.0
0.605,0.0069,0.70628196,0.35903692,1.0,1,1.0,0.0
0.5855,0.0063,0.53532577,0.21426804,1.0,1,1.0,0.0
0.381,0.0188,0.4685779,0.18279113,1.0,1,1.0,0.0
0.2501,0.0214,0.7856877,0.43169045,1.0,1,0.0,0.0
0.3225,0.0066,0.79857224,0.43877,0.5,2,1.0,1.0
1.0,0.0127,1.0,0.3211511,0.5,1,1.0,0.0
0.4337,0.0216,0.6451607,0.21057017,1.0,1,1.0,0.0
0.5225,0.0093,0.8008474,0.36840713,1.0,1,1.0,0.0
0.3566,0.0156,0.72798884,0.36004373,1.0,1,0.0,0.0
0.3701,0.0059,0.66980267,0.22022375,0.5,2,1.0,1.0
0.4088,0.0277,0.73187464,0.3849597,1.0,1,0.0,4.0
0.6022,0.0025,0.9147392,0.21952498,1.0,1,0.0,0.0
0.3234,0.0183,0.7429,0.30918968,0.6666666666666666,2,1.0,1.0
0.4015,0.0162,0.7597043,0.37683508,1.0,2,1.0,0.0
0.3321,0.0195,0.8092543,0.32039058,1.0,1,0.0,0.0
0.5539,0.0109,0.75971735,0.36838347,0.5,1,1.0,0.0
0.2687,0.0143,0.7592039,0.3978311,0.6666666666666666,2,1.0,1.0
0.3447,0.0159,0.7436228,0.27671593,1.0,1,0.0,0.0
0.4107,0.0189,0.74392945,0.33080384,1.0,2,1.0,0.0
0.3113,0.0208,0.58237934,0.3198585,1.0,1,0.0,0.0
0.3382,0.007,0.7148419,0.35262832,1.0,1,0.0,0.0
0.2969,0.0062,0.6654725,0.3549528,1.0,1,1.0,0.0
0.2863,0.01,0.79109025,0.39479086,1.0,1,1.0,2.0
0.3804,0.017,0.8718303,0.375927,1.0,1,0.0,0.0
0.306,0.0197,0.801027,0.34120014,0.5,1,1.0,2.0
0.432,0.0143,0.6921868,0.25493115,1.0,1,1.0,0.0
0.6326,0.0112,0.7944921,0.3529909,0.4,2,2.0,0.0
0.3503,0.0109,0.7884154,0.2720256,0.4,2,2.0,0.0
0.4973,0.0062,0.84583855,0.32911175,1.0,1,1.0,3.0
0.3656,0.0189,0.68374497,0.2976647,1.0,1,1.0,0.0
0.388,0.0014,0.7606859,0.36814103,1.0,1,0.0,0.0
0.3483,0.0075,0.6121925,0.19899382,1.0,1,1.0,0.0
0.3787,0.0082,0.7991295,0.38221437,0.5,1,1.0,0.0
0.2927,0.0116,0.7975139,0.40547243,0.3333333333333333,1,0.0,0.0
0.2562,0.0104,0.615358,0.20612645,1.0,1,0.0,0.0
0.5965,0.0158,0.7203317,0.33454645,1.0,1,0.0,0.0
0.8368,0.0052,0.80821943,0.2607967,1.0,1,1.0,0.0
0.7287,0.0139,0.69765806,0.25834036,1.0,1,1.0,0.0
